2020-04-03 17:28:02.923 +02:00 [Information] Hello from tv movies!
2020-04-03 17:28:03.016 +02:00 [Error] Hello from movie error
2020-04-03 17:28:03.017 +02:00 [Warning] Hello from movies warning
2020-04-03 21:17:38.128 +02:00 [Information] Hello, from random songs!!
2020-04-05 02:17:53.200 +02:00 [Error] Hello from movie error
2020-04-05 02:17:53.200 +02:00 [Warning] Hello from movies warning
2020-04-05 02:17:53.237 +02:00 [Information] Hello from tv movies!
2020-04-05 02:17:53.237 +02:00 [Error] Hello from movie error
2020-04-05 02:17:53.237 +02:00 [Warning] Hello from movies warning
2020-04-05 02:36:36.852 +02:00 [Information] Hello, from random songs!!
2020-04-05 02:40:49.049 +02:00 [Information] Hello, from random songs!!
2020-04-05 02:44:11.950 +02:00 [Information] Hello, from random songs!!
2020-04-05 02:44:12.135 +02:00 [Information] Hello, from random songs!!
2020-04-05 12:22:53.686 +02:00 [Information] Getting spotify for user
2020-04-05 12:22:53.867 +02:00 [Information] Getting images for user
2020-04-05 12:22:53.892 +02:00 [Information] Getting icons for user
2020-04-05 12:24:01.020 +02:00 [Information] Getting images for user
2020-04-05 12:24:01.022 +02:00 [Information] Getting icons for user
2020-04-05 12:24:01.081 +02:00 [Information] Getting spotify for user
2020-04-05 12:24:01.081 +02:00 [Information] Getting images for user
2020-04-05 12:24:01.083 +02:00 [Information] Getting spotify for user
2020-04-05 12:24:01.201 +02:00 [Information] Getting icons for user
2020-04-05 12:24:02.624 +02:00 [Information] Getting spotify for user
2020-04-05 12:24:02.635 +02:00 [Information] Getting images for user
2020-04-05 12:24:02.639 +02:00 [Information] Getting icons for user
2020-04-05 12:24:25.342 +02:00 [Information] Getting spotify for user
2020-04-05 12:24:25.345 +02:00 [Information] Getting images for user
2020-04-05 12:24:25.346 +02:00 [Information] Getting icons for user
2020-04-05 12:32:07.962 +02:00 [Information] Getting images for user
2020-04-05 12:32:08.069 +02:00 [Information] Getting spotify for user
2020-04-05 12:32:08.073 +02:00 [Information] Getting icons for user
2020-04-05 12:34:09.082 +02:00 [Information] Getting spotify for user
2020-04-05 12:34:09.086 +02:00 [Information] Getting images for user
2020-04-05 12:34:09.194 +02:00 [Information] Getting icons for user
2020-04-05 12:34:15.564 +02:00 [Information] Getting images for user
2020-04-05 12:34:15.565 +02:00 [Information] Getting images for user
2020-04-05 12:34:15.570 +02:00 [Information] Getting spotify for user
2020-04-05 12:34:15.682 +02:00 [Information] Getting spotify for user
2020-04-05 12:34:15.686 +02:00 [Information] Getting icons for user
2020-04-05 12:34:15.686 +02:00 [Information] Getting icons for user
2020-04-05 12:34:16.683 +02:00 [Information] Getting spotify for user
2020-04-05 12:34:16.685 +02:00 [Information] Getting images for user
2020-04-05 12:34:16.687 +02:00 [Information] Getting icons for user
2020-04-05 12:35:22.388 +02:00 [Information] Getting images for user
2020-04-05 12:35:22.389 +02:00 [Information] Getting spotify for user
2020-04-05 12:35:22.391 +02:00 [Information] Getting icons for user
2020-04-05 12:43:59.780 +02:00 [Information] Getting icons for user
2020-04-05 12:43:59.979 +02:00 [Information] Getting spotify for user
2020-04-05 12:43:59.984 +02:00 [Information] Getting images for user
2020-04-05 12:44:26.124 +02:00 [Information] Getting spotify for user
2020-04-05 12:44:26.141 +02:00 [Information] Getting icons for user
2020-04-05 12:44:26.125 +02:00 [Information] Getting images for user
2020-04-05 12:45:28.158 +02:00 [Information] Hello from tv movies!
2020-04-05 12:45:28.159 +02:00 [Error] Hello from movie error
2020-04-05 12:45:28.159 +02:00 [Warning] Hello from movies warning
2020-04-05 12:59:45.420 +02:00 [Information] Hello from tv movies!
2020-04-05 12:59:45.457 +02:00 [Error] Hello from movie error
2020-04-05 12:59:45.457 +02:00 [Warning] Hello from movies warning
2020-04-05 12:59:45.871 +02:00 [Information] Hello from tv movies!
2020-04-05 12:59:45.871 +02:00 [Error] Hello from movie error
2020-04-05 12:59:45.871 +02:00 [Warning] Hello from movies warning
2020-04-05 19:06:00.627 +02:00 [Information] Getting spotify for user
2020-04-05 19:06:00.976 +02:00 [Information] Getting images for user
2020-04-05 19:06:00.976 +02:00 [Information] Getting icons for user
2020-04-05 20:04:35.910 +02:00 [Information] Radio Songs UPDATED with 1088 songs
2020-04-05 20:12:44.956 +02:00 [Information] Finish radio songs update with 6 youtube errors
2020-04-05 20:20:47.598 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:48.159 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:48.264 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:48.275 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:48.276 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:48.277 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:48.516 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:48.518 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:48.664 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:48.666 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:48.667 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:48.669 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:48.670 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:48.671 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:48.830 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:48.833 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:48.891 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:48.907 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:48.909 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:48.911 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:48.912 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:48.914 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.022 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.023 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.024 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.026 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.082 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.084 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.145 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.147 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.313 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.314 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.315 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.316 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.317 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.318 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.558 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.560 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.561 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.563 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.563 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.564 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.620 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.621 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.681 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.738 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.739 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.760 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.761 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.763 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.815 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.862 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.916 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:49.922 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:49.975 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.028 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.090 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.113 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.114 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.166 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.168 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.188 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.189 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.252 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.359 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.402 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.403 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.421 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.479 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.484 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.485 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.486 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.487 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.488 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.594 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.595 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.596 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.597 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.703 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.704 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.765 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.771 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.902 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.904 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.905 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
2020-04-05 20:20:50.906 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 59
2020-04-05 20:20:50.907 +02:00 [Error] Bonito inner error: Object reference not set to an instance of an object.
